query	candidates	generation	gt	plan	arguments	all	file
What is the best car for me in my price range?	['copilot', 'metaphor_search_api', 'WebsiteTool', 'Figlet', 'Magnetis']	{'plan': 'copilot', 'arguments': {}}	{'plan': 'copilot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best database solution for me?	['SuperchargeMyEV', 'LarkBaseImporter', 'ChartTool', 'Broadway', 'PodcastTool']	{'plan': 'LarkBaseImporter', 'arguments': {}}	{'plan': 'LarkBaseImporter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best habit tracker to help me form new habits?	['blockatlas', 'ChatOCR', 'hubbubworld_hubbub_1', 'ai_council', 'mini_habits']	{'plan': 'mini_habits', 'arguments': {}}	{'plan': 'mini_habits', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best route to take from Seoul Station to Gwanghwamun Station?	['KalendarAI', 'Horoscopes_by_Inner_Self', 'korea_subway', 'mbti', 'qreator']	{'plan': 'korea_subway', 'arguments': {'start_station': 'Seoul Station', 'end_station': 'Gwanghwamun Station'}}	{'plan': 'korea_subway', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the best Sake brand available?	['SEOTool', 'QuiverQuantitative', 'CharityTool', 'magi_codex', 'sakenowa']	{'plan': 'sakenowa', 'arguments': {}}	{'plan': 'sakenowa', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best Sake from Miyagi Prefecture?	['FinanceTool', 'create_qr_code', 'sakenowa', 'Puzzle_Constructor', 'GiftTool']	{'plan': 'sakenowa', 'arguments': {'prefecture': 'Miyagi'}}	{'plan': 'sakenowa', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the best way to answer my financial questions?	['ProductSearch', 'Zapier', 'social_media_muse', 'search', 'portfoliopilot']	{'plan': 'portfoliopilot', 'arguments': {}}	{'plan': 'portfoliopilot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to automate an ERP system?	['universal', 'mini_habits', 'CTCP', 'Substack_IQ', 'tailor_erp']	{'plan': 'tailor_erp', 'arguments': {}}	{'plan': 'tailor_erp', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to care for my indoor plant?	['IndoorPlants', 'internetSearch', 'ChartTool', 'ph_ai_news_query', 'Checkers']	{'plan': 'IndoorPlants', 'arguments': {}}	{'plan': 'IndoorPlants', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to convert text to audio?	['LarkBaseImporter', 'TripTool', 'NewsTool', 'speechki_tts_plugin', 'Bohita']	{'plan': 'speechki_tts_plugin', 'arguments': {}}	{'plan': 'speechki_tts_plugin', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to create trackable links?	['ad4mat', 'web_requests', 'MemoryTool', 'kraftful', 'IndoorPlants']	{'plan': 'ad4mat', 'arguments': {}}	{'plan': 'ad4mat', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to develop a product?	['Tax_Calculator', 'locator', 'speechki_tts_plugin', 'Algorithma', 'kraftful']	{'plan': 'kraftful', 'arguments': {}}	{'plan': 'kraftful', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to find a chord diagram?	['storybird_stories', 'speechki_tts_plugin', 'MixerBox_WebSearchG_web_search', 'uberchord', 'talkfpl']	{'plan': 'ubercord', 'arguments': {'chord_name': None}}	{'plan': 'uberchord', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What is the best way to find the right candidate for a job?	['storybird_stories', 'RoboAd', 'metaphor_search_api', 'ResearchFinder', 'TalentOrg']	{'plan': 'TalentOrg', 'arguments': {}}	{'plan': 'TalentOrg', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to learn French?	['abc_to_audio', 'web_scraper', 'mini_habits', 'chat_with_workspace', 'speak']	{'plan': 'speak', 'arguments': {'language': 'French'}}	{'plan': 'speak', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the best way to manage my FPL team?	['AbleStyle', 'talkfpl', 'TalentOrg', 'create_qr_code', 'bramework']	{'plan': 'talkfpl', 'arguments': {}}	{'plan': 'talkfpl', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the best way to protect myself online?	['keywordexplorer', 'MemoryTool', 'hackit_web_scanner', 'dev', 'ad4mat']	{'plan': 'keywordexplorer', 'arguments': {'keywords': ['online safety']}}	{'plan': 'hackit_web_scanner', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What is the best way to score my cards in cribbage?	['CribbageScorer', 'magi_codex', 'CharityTool', 'dev', 'EmailByNylas']	{'plan': 'CribbageScorer', 'arguments': {}}	{'plan': 'CribbageScorer', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the current map in APEX Legends Ranked?	['ApexMap', 'TicTacToe', 'FinanceTool', 'blockatlas', 'sakenowa']	{'plan': 'ApexMap', 'arguments': {}}	{'plan': 'ApexMap', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the current position of the ISS?	['haulingbuddies', 'bramework', 'ad4mat', 'locator', 'timemachine']	{'plan': 'locator', 'arguments': {}}	{'plan': 'locator', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the current standings of the league?	['MyWritingCompanion', 'Algorithma', 'ProductComparison', 'keyplays_football', 'Magnetis']	{'plan': 'keyplays_football', 'arguments': {}}	{'plan': 'keyplays_football', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the current stock price of Tesla?	['FinanceTool', 'jini', 'StrologyTool', 'QuiverQuantitative', 'assetOvi']	{'plan': 'FinanceTool', 'arguments': {'company': 'Tesla'}}	{'plan': 'jini', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What is the current time?	['TripAdviceTool', 'NewsTool', 'MediaTool', 'timemachine', 'MixerBox_WebSearchG_web_search']	{'plan': 'timemachine', 'arguments': {}}	{'plan': 'timemachine', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the current weather for my flight route?	['tira', 'C3_Glide', 'HousePurchasingTool', 'buildbetter', 'AppyPieAIAppBuilder']	{'plan': 'C3_Glide', 'arguments': {}}	{'plan': 'C3_Glide', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the d20 system?	['diceroller', 'website_performance_insights', 'LawTool', 'hubbubworld_hubbub_1', 'photorealistic']	{'plan': 'diceroller', 'arguments': {}}	{'plan': 'diceroller', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the domain information for this website?	['find_agency', 'TicTacToe', 'MediaTool', 'chatspot', 'Discount']	{'plan': 'chatspot', 'arguments': {'website': None}}	{'plan': 'chatspot', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the fastest way to create a QR code?	['Zapier', 'qreator', 'C3_Glide', 'ai_council', 'timeport']	{'plan': 'qreator', 'arguments': {}}	{'plan': 'qreator', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the flavor tag for this Sake?	['reflect_notes', 'hdbcarpark', 'airqualityforeast', 'sakenowa', 'FinanceTool']	{'plan': 'sakenowa', 'arguments': {}}	{'plan': 'sakenowa', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the forecast for the next two days?	['SceneXplain', 'heygen', 'socialsearch', 'internetSearch', 'airqualityforeast']	{'plan': 'internetSearch', 'arguments': {}}	{'plan': 'airqualityforeast', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
What is the format of a query for Metaphor?	['metaphor_search_api', 'MapTool', 'reflect_notes', 'internetSearch', 'find_agency']	{'plan': 'metaphor_search_api', 'arguments': {}}	{'plan': 'metaphor_search_api', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the HTTP protocol?	['find_agency', 'dart', 'PDF_Exporter', 'webhooks', 'aiAgents']	{'plan': 'webhooks', 'arguments': {}}	{'plan': 'webhooks', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the latest health guidance for COVID-19?	['Creaticode_Extension_of_MIT_Scratch', 'social_media_muse', 'magi_codex', 'hubbubworld_hubbub_1', 'ApexMap']	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the METAR for KJFK?	['C3_Glide', 'buildbetter', 'QuiverQuantitative', 'ApexMap', 'AutoInfra1']	{'plan': 'C3_Glide', 'arguments': {'query': 'METARs for flight planning at KJFK'}}	{'plan': 'C3_Glide', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the MIT Extension for Scratch?	['Creaticode_Extension_of_MIT_Scratch', 'dev', 'webhooks', 'deployscript', 'TicTacToe']	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the model number of this pump?	['SEOTool', 'CranePumpsManuals', 'MediaModifyTool', 'dart', 'HousePurchasingTool']	{'plan': 'CranePumpsManuals', 'arguments': {'model_number': None}}	{'plan': 'CranePumpsManuals', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
"What is the music video for the song ""Old Town Road""?"	['WebRewind', 'shimmer_daily', 'Figlet', 'jini', 'diceroller']	{'plan': 'search_news', 'arguments': {'query': 'music video Old Town Road'}}	{'plan': 'jini', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What is the payoff plan for my credit card?	['URLTool', 'RestaurantBookingTool', 'PodcastTool', 'recipe_retrieval', 'CreditYelp']	{'plan': 'CreditYelp', 'arguments': {}}	{'plan': 'CreditYelp', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the performance of my website?	['website_performance_insights', 'competitorppcads', 'CharityTool', 'metaphor_search_api', 'GameTool']	{'plan': 'website_performance_insights', 'arguments': {}}	{'plan': 'website_performance_insights', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the population of France?	['uberchord', 'MemeTool', 'jini', 'crafty_clues', 'RoboAd']	{'plan': 'jini', 'arguments': {'query': 'population of France'}}	{'plan': 'jini', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the PWA score of my website?	['website_performance_insights', 'AusSurfReport', 'speechki_tts_plugin', 'AppyPieAIAppBuilder', 'AusPetrolPrices']	{'plan': 'website_performance_insights', 'arguments': {'metrics': ['PWA']}}	{'plan': 'website_performance_insights', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the repayment schedule for my loan?	['CreditYelp', 'AppyPieAIAppBuilder', 'PolishTool', 'GiftTool', 'aiAgents']	{'plan': 'CreditYelp', 'arguments': {}}	{'plan': 'CreditYelp', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the ruling on this Magic card?	['reflect_notes', 'magi_codex', 'universal', 'JobTool', 'MediaModifyTool']	{'plan': 'magi_codex', 'arguments': {}}	{'plan': 'magi_codex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the sales tax on a purchase of $50 in San Francisco?	['Tax_Calculator', 'CreditYelp', 'JobTool', 'WebsiteTool', 'smarttsicketsai']	{'plan': 'Tax_Calculator', 'arguments': {'address': 'San Francisco', 'amount': 50}}	{'plan': 'Tax_Calculator', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the status of the car park lots?	['SSH', 'kraftful', 'MusicTool', 'hdbcarpark', 'CarYardBard']	{'plan': 'hdbcarpark', 'arguments': {}}	{'plan': 'hdbcarpark', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the surf forecast in Australia today?	['WeatherTool', 'HouseRentingTool', 'portfoliopilot', 'AusSurfReport', 'WebRewind']	{'plan': 'AusSurfReport', 'arguments': {}}	{'plan': 'AusSurfReport', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the surf report for Bondi Beach?	['AusSurfReport', 'WeatherTool', 'search', 'chat_with_workspace', 'timemachine']	{'plan': 'AusSurfReport', 'arguments': {'location': 'Bondi Beach'}}	{'plan': 'AusSurfReport', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the TAF for EGLL?	['word_counter', 'cloudflare_radar', 'C3_Glide', 'wpinteract', 'lsongai']	{'plan': 'C3_Glide', 'arguments': {'iata_code': 'EGLL'}}	{'plan': 'C3_Glide', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the time in the 'iso8601' format?	['webhooks', 'bramework', 'web_requests', 'CompanyInfoTool', 'timemachine']	{'plan': 'timemachine', 'arguments': {}}	{'plan': 'timemachine', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the US Census API?	['blockatlas', 'URLTool', 'smarttsicketsai', 'korea_subway', 'SceneXplain']	{'plan': 'blockatlas', 'arguments': {'query': 'US Census API'}}	{'plan': 'blockatlas', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What keywords can you suggest to help optimize my content?	['AusPetrolPrices', 'keywordexplorer', 'EarthquakeTool', 'seoanalysis', 'what_to_watch']	{'plan': 'keywordexplorer', 'arguments': {}}	{'plan': 'keywordexplorer', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of chat challenges can I do?	['word_sneak', 'timeport', 'ph_ai_news_query', 'Substack_IQ', 'qreator']	{'plan': 'word_sneak', 'arguments': {}}	{'plan': 'word_sneak', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of courses are available for UI design?	['universal', 'hackit_web_scanner', 'web_requests', 'search', 'MediaTool']	{'plan': 'search', 'arguments': {'query': 'UI design course'}}	{'plan': 'search', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What kind of exam practice is available for IELTS speaking?	['rephrase', 'kraftful', 'RestaurantBookingTool', 'Talkface_IELTS_Prep', 'AI2sql']	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of information do I need to provide to generate the video?	['HouseRentingTool', 'ABCmouse', 'Visla', 'speechki_tts_plugin', 'abc_to_audio']	{'plan': 'Visla', 'arguments': {'topic': 'Please specify a topic for your short video'}}	{'plan': 'Visla', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What kind of novelty entertainment does Mnemosyne Labs provide?	['Dr_Thoths_Tarot', 'Talkface_IELTS_Prep', 'CTCP', 'GameTool', 'Review']	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of plant is this?	['Chess', 'IndoorPlants', 'PolishTool', 'SuperchargeMyEV', 'clinical_trial_radar']	{'plan': 'IndoorPlants', 'arguments': {}}	{'plan': 'IndoorPlants', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of portfolio returns can I expect?	['Magnetis', 'ShoppingAssistant', 'EmailByNylas', 'ndricks_sports_api', 'recipe_retrieval']	{'plan': 'Magnetis', 'arguments': {}}	{'plan': 'Magnetis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of prompts can I generate for Midjourney?	['photorealistic', 'seoanalysis', 'magi_codex', 'CranePumpsManuals', 'BookTool']	{'plan': 'photorealistic', 'arguments': {}}	{'plan': 'photorealistic', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What kind of questions will I find in the IELTS speaking exam?	['Talkface_IELTS_Prep', 'magi_codex', 'shimmer_daily', 'Now', 'portfoliopilot']	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What live aviation data can I access?	['SceneXplain', 'C3_Glide', 'keyplays_football', 'dart', 'ad4mat']	{'plan': 'C3_Glide', 'arguments': {}}	{'plan': 'C3_Glide', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What live events are happening near me this weekend?	['smarttsicketsai', 'ShoppingAssistant', 'LawTool', 'Man_of_Many', 'rephrase']	{'plan': 'smarttsicketsai', 'arguments': {}}	{'plan': 'smarttsicketsai', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What map is currently being used in APEX Legends Ranked?	['ApexMap', 'MemoryTool', 'StrologyTool', 'airqualityforeast', 'Tax_Calculator']	{'plan': 'ApexMap', 'arguments': {}}	{'plan': 'ApexMap', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What map is used in APEX Legends Ranked?	['Review', 'TripTool', 'SuperchargeMyEV', 'DietTool', 'ApexMap']	{'plan': 'ApexMap', 'arguments': {}}	{'plan': 'ApexMap', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What map will be used in the next APEX Legends Ranked game?	['ApexMap', 'JobTool', 'EarthquakeTool', 'ResearchFinder', 'web_requests']	{'plan': 'ApexMap', 'arguments': {}}	{'plan': 'ApexMap', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What metrics are being used to measure my website?	['website_performance_insights', 'Algorithma', 'NewsTool', 'MemoryTool', 'video_highlight']	{'plan': 'website_performance_insights', 'arguments': {}}	{'plan': 'website_performance_insights', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What NOTAMs are in effect for PHNL?	['LawTool', 'ProductComparison', 'webhooks', 'sakenowa', 'C3_Glide']	{'plan': 'C3_Glide', 'arguments': {'airport_code': 'PHNL'}}	{'plan': 'C3_Glide', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What PPC ads have been used by a certain website?	['CharityTool', 'competitorppcads', 'sakenowa', 'heygen', 'word_sneak']	{'plan': 'competitorppcads', 'arguments': {'website address': None}}	{'plan': 'competitorppcads', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What pro teams are covered by the Sports API?	['GameTool', 'calculator', 'BookTool', 'blockatlas', 'ndricks_sports_api']	{'plan': 'ndricks_sports_api', 'arguments': {}}	{'plan': 'ndricks_sports_api', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What products are related to the latest Google Trends?	['Now', 'website_performance_insights', 'jini', 'hackit_web_scanner', 'C3_Glide']	{'plan': 'Google Trends', 'arguments': {}}	{'plan': 'Now', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
What related keywords can I use to improve my content?	['keywordexplorer', 'KalendarAI', 'MemeTool', 'WeatherTool', 'internetSearch']	{'plan': 'keywordexplorer', 'arguments': {}}	{'plan': 'keywordexplorer', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What resources are available for electric vehicles?	['FinanceTool', 'champdex', 'SuperchargeMyEV', 'ImageSearch', 'smarttsicketsai']	{'plan': 'SuperchargeMyEV', 'arguments': {}}	{'plan': 'SuperchargeMyEV', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What risks are associated with COVID-19?	['what_to_watch', 'ShoppingAssistant', 'seoanalysis', 'hubbubworld_hubbub_1', 'speak']	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What roads should I travel on in South Australia today?	['brandfetch', 'ProductSearch', 'copilot', 'SASpeedCameras', 'ExchangeTool']	{'plan': 'SASpeedCameras', 'arguments': {}}	{'plan': 'SASpeedCameras', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What search expressions can I use?	['clinical_trial_radar', 'haulingbuddies', 'rephrase', 'keyplays_football', 'SuperchargeMyEV']	{'plan': 'rephrase', 'arguments': {'input': 'what search expressions can I use'}}	{'plan': 'clinical_trial_radar', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
